#SEMS_140_RESULTS_181029_160241
#--------------------------------
#MCPC SN: 77
#Software Version: v4.0.0
#SEMS Firmware: 4.0
#
#Scan Configuration
#-------------------
#Scan Type: Up/Down
#Scan Max Dia (nm): 600
#Scan Min Dia (nm): 5
#Num Bins: 30
#Bin Time (sec): 1.00
#Sheath Setpoint (lpm): 5.00
#Total Plumbing Delay (sec): 2.04
#Scan Timing: Fixed Interval
#Scan Fixed Interval: 45.5
#
#Hardware Configuration
#----------------------
#SEMS Type: Recirc
#Column Type: 1um
#High Voltage Polarity: Positive
#High Voltage Limit: 6000
#CPC A Type: MCPC 1720
#CPC A Flow Type: MCPC Sample Flow
#Column Flow: SEMS Sample Flow
#CPC B Connected: No
#Sheath RH Sensor: Yes
#Sample RH Sensor: Yes
#Sample LFE: Yes
#Sample Excess Pump: No
#Impactor Threshold: 20
#
#Plumbing/Diffusion Configuration
#--------------------------------
#Diffusion Correction Enabled: Yes
#Nafion Dryer: Yes
#Charger Type: X-Ray
#Upstream Tubing Length (cm): 23.0
#Downstream Tubing Length (cm): 38.0
#Downstream Tube ID (cm): 0.5
#Plumbing Time Adjust (sec): 0.0
#
#Transformations/Corrections
#---------------------------
#Desmearing: N = N0 * exp( -t / tau )
#Tau: 0.250
#CPC Counting Efficiency: nu = 1 - (C0 / (1 + exp((Dp - C1)/C2)))
#C0 = 1.025000
#C1 = 7.929000
#C2 = 0.845000
#
#=================================================
#StartDate	StartTime	EndDate	EndTime	ScanDirection	Sheath_Press	Sheath_Temp	Sheath_Avg	Sheath_Sdev	Sheath_RH	ColSamp_Avg	ColSamp_Sdev	ColSamp_RH	ColSamp_Temp	CPC_A_FlwAvg	CPC_A_Sdev	Sat_Temp	Cond_Temp	SEMS_Errors	MCPC_Errors	Impactr_Press	Bin_Dia1	Bin_Dia2	Bin_Dia3	Bin_Dia4	Bin_Dia5	Bin_Dia6	Bin_Dia7	Bin_Dia8	Bin_Dia9	Bin_Dia10	Bin_Dia11	Bin_Dia12	Bin_Dia13	Bin_Dia14	Bin_Dia15	Bin_Dia16	Bin_Dia17	Bin_Dia18	Bin_Dia19	Bin_Dia20	Bin_Dia21	Bin_Dia22	Bin_Dia23	Bin_Dia24	Bin_Dia25	Bin_Dia26	Bin_Dia27	Bin_Dia28	Bin_Dia29	Bin_Dia30	Bin_Conc1	Bin_Conc2	Bin_Conc3	Bin_Conc4	Bin_Conc5	Bin_Conc6	Bin_Conc7	Bin_Conc8	Bin_Conc9	Bin_Conc10	Bin_Conc11	Bin_Conc12	Bin_Conc13	Bin_Conc14	Bin_Conc15	Bin_Conc16	Bin_Conc17	Bin_Conc18	Bin_Conc19	Bin_Conc20	Bin_Conc21	Bin_Conc22	Bin_Conc23	Bin_Conc24	Bin_Conc25	Bin_Conc26	Bin_Conc27	Bin_Conc28	Bin_Conc29	Bin_Conc30	

181029	16:02:13	181029	16:02:45	1	1002	294.8	4.99	0.005	49	0.301	0.003	44	296.1	0.364	0.000	318.4	293.3	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.97	25.35	29.29	33.86	39.19	45.43	52.74	61.33	71.50	83.57	97.99	115.35	136.40	162.16	193.99	233.73	283.82	347.57	429.33	534.83	0.00	0.00	1.15	4.13	12.43	36.74	113.77	347.71	572.29	1200.29	1297.44	1534.52	1892.33	2531.29	2727.58	2799.73	2326.77	2647.39	2250.62	1456.13	1574.66	860.12	844.35	876.04	371.96	400.35	313.91	162.92	13.06	1.47	
181029	16:02:59	181029	16:03:30	0	1002	294.8	5.00	0.005	49	0.301	0.003	44	296.1	0.364	0.000	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.97	25.35	29.29	33.86	39.20	45.43	52.74	61.33	71.50	83.57	97.99	115.35	136.40	162.16	193.99	233.73	283.82	347.57	429.32	534.82	0.00	0.00	1.32	4.70	14.00	41.07	126.67	400.17	736.22	787.53	1098.56	1703.79	1586.45	2350.25	2228.96	2525.06	3278.31	2947.37	2020.64	1872.17	1133.01	882.05	938.74	634.74	383.86	322.93	409.32	169.96	54.97	5.68	
181029	16:03:44	181029	16:04:16	1	1002	294.8	5.00	0.009	49	0.302	0.004	44	296.1	0.364	0.000	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.97	25.35	29.29	33.86	39.19	45.43	52.74	61.33	71.50	83.57	97.99	115.35	136.40	162.16	193.99	233.73	283.82	347.57	429.33	534.83	0.00	0.00	8.06	23.39	57.15	146.71	380.46	507.03	725.44	1365.23	1572.65	2085.44	2573.70	2966.61	2226.95	2375.75	2574.34	2694.40	2482.39	1607.27	1432.59	921.18	699.05	1057.19	845.10	438.04	222.55	74.20	45.28	39.78	
181029	16:04:30	181029	16:05:01	0	1002	294.8	5.00	0.007	49	0.301	0.003	44	296.2	0.364	0.000	318.4	293.3	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.97	25.35	29.29	33.86	39.20	45.43	52.74	61.33	71.50	83.57	97.99	115.35	136.40	162.16	193.99	233.73	283.82	347.57	429.32	534.82	0.00	0.00	62.82	135.22	225.39	127.85	82.41	154.51	488.51	490.19	703.84	1465.99	2188.92	2474.53	2974.01	2653.80	2703.10	2508.55	2088.72	2081.24	1410.75	1115.68	734.16	424.12	524.60	495.16	278.93	102.72	189.51	17.75	
181029	16:05:16	181029	16:05:47	1	1002	294.8	5.01	0.009	49	0.301	0.003	44	296.2	0.364	0.001	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.97	25.35	29.29	33.86	39.19	45.43	52.74	61.33	71.50	83.57	97.99	115.35	136.40	162.16	193.99	233.73	283.82	347.57	429.33	534.83	0.00	0.00	0.07	0.31	1.13	3.88	13.06	44.82	153.11	232.81	173.96	294.35	64.90	153.78	327.06	300.70	226.85	223.84	354.08	259.46	123.52	48.02	113.13	175.17	72.15	112.28	37.92	3.26	0.46	0.03	
181029	16:06:01	181029	16:06:32	0	1003	294.8	4.99	0.007	49	0.302	0.004	44	296.2	0.364	0.001	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.97	25.35	29.29	33.86	39.20	45.43	52.74	61.33	71.50	83.57	97.99	115.35	136.40	162.16	193.99	233.73	283.82	347.57	429.32	534.82	0.00	0.00	0.01	0.03	0.12	0.46	1.68	6.04	22.50	88.68	44.20	140.09	459.90	693.68	220.22	476.28	663.03	327.01	220.35	245.56	114.42	78.61	86.29	131.36	201.81	214.39	121.40	11.37	1.59	0.11	
181029	16:06:47	181029	16:07:18	1	1003	294.8	4.99	0.009	49	0.301	0.004	45	296.2	0.364	0.000	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.96	25.35	29.28	33.86	39.19	45.42	52.73	61.33	71.49	83.55	97.98	115.33	136.38	162.14	193.97	233.71	283.81	347.55	429.31	534.82	0.00	0.00	0.00	0.01	0.03	0.12	0.45	1.65	6.24	25.30	109.41	194.74	303.01	324.21	274.55	443.06	270.52	186.52	355.37	311.26	104.11	117.38	137.33	116.76	92.57	49.94	5.80	20.19	25.84	39.52	
181029	16:07:32	181029	16:08:03	0	1003	294.8	5.00	0.007	49	0.302	0.004	45	296.2	0.364	0.000	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.96	25.35	29.28	33.86	39.19	45.42	52.73	61.33	71.49	83.55	97.98	115.33	136.38	162.14	193.97	233.71	283.80	347.55	429.31	534.82	0.00	0.00	0.02	0.07	0.23	0.75	2.48	8.43	30.81	122.57	191.39	140.42	283.20	210.10	167.63	119.41	285.75	266.40	400.61	136.96	246.12	113.92	142.02	51.42	173.79	166.42	16.61	38.61	2.16	0.26	
181029	16:08:18	181029	16:08:49	1	1003	294.8	5.00	0.008	49	0.301	0.003	45	296.1	0.364	0.001	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.96	25.35	29.28	33.86	39.19	45.42	52.73	61.33	71.49	83.55	97.98	115.33	136.38	162.14	193.97	233.71	283.81	347.55	429.31	534.82	0.00	0.00	0.03	0.09	0.26	0.75	2.23	7.16	25.57	94.71	69.78	256.78	321.85	374.05	208.93	298.41	313.19	468.61	77.13	185.32	248.70	281.11	202.70	82.99	113.50	112.60	62.88	40.68	37.50	3.34	
181029	16:09:03	181029	16:09:34	0	1003	294.8	5.00	0.008	49	0.300	0.000	45	296.1	0.364	0.000	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.96	25.35	29.28	33.86	39.19	45.42	52.73	61.33	71.49	83.55	97.98	115.33	136.38	162.14	193.97	233.71	283.80	347.55	429.31	534.82	0.00	0.00	0.74	2.16	5.34	13.84	40.59	117.12	32.13	10.92	16.30	75.84	81.55	140.53	283.27	359.20	323.15	208.97	205.02	237.46	332.11	217.86	144.82	181.12	40.70	60.29	33.01	38.32	3.17	0.36	
181029	16:09:49	181029	16:10:20	1	1003	294.8	5.00	0.006	49	0.301	0.003	45	296.2	0.364	0.000	318.4	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.96	25.35	29.28	33.86	39.19	45.42	52.73	61.33	71.49	83.55	97.98	115.33	136.38	162.14	193.97	233.71	283.81	347.55	429.31	534.82	0.00	0.00	9.89	29.92	75.48	196.33	497.66	541.96	977.96	1351.40	1542.00	1910.28	2324.62	2767.03	3059.96	3128.70	3812.31	3407.28	3498.61	2146.15	1417.01	1308.60	1078.64	898.60	676.47	555.73	476.72	126.01	15.11	37.43	
181029	16:10:34	181029	16:11:05	0	1003	294.8	5.01	0.007	49	0.300	0.000	45	296.2	0.363	0.001	318.5	293.4	0	0	1.3	5.36	6.17	7.10	8.16	9.39	10.81	12.45	14.34	16.52	19.04	21.96	25.35	29.28	33.86	39.19	45.42	52.73	61.33	71.49	83.55	97.98	115.33	136.38	162.14	193.97	233.71	283.80	347.55	429.31	534.82	0.00	0.00	17.70	47.07	105.42	233.31	301.19	375.58	724.04	1210.75	1206.44	1878.69	2630.73	3511.19	3487.95	4078.70	3810.76	4585.06	3507.26	2490.17	2303.26	1377.93	1237.98	1312.98	815.89	443.16	335.38	104.65	16.62	75.48	
